AVEL,AVAR,AVAL,AIBR,RIML
0.893430523979356,2.06450827149456,2.76701154853783,1.67094532237654,2.66272801221551
0.882444324961567,1.985353400267,2.74117504089374,1.65985802732485,2.66242072624039
0.877591267165494,2.04055637582809,2.72284278680206,1.63477331210348,2.54048010788097
0.883280231413057,1.96425412883712,2.65021038401093,1.64978264974751,2.54199816767648
0.913010855397749,1.90344575819584,2.72425108228714,1.62448139228469,2.56283456879909
0.893524742761818,1.94904158625799,2.59251230758303,1.65155132956901,2.47264751666128
0.938524603565534,1.91565374481692,2.62229709184206,1.64889791913987,2.46922822856079
0.873020193152576,1.86682304807467,2.61924491454348,1.61653832276705,2.45345609542635
0.893563867168467,1.84367748466014,2.55929336812212,1.62717718478636,2.41532335194597
0.936948021010869,1.86927073270092,2.559881022084,1.60071073407155,2.43918297376705
0.950388935959762,1.87357972606716,2.59236379646622,1.61170187633679,2.37529876360622
1.01697285411017,1.9581597450075,2.61530053524399,1.65052940985758,2.46897188732593
0.909467253324916,1.91562976909558,2.55231439006796,1.55608149964125,2.33893120487106
0.869355031845489,1.86630561172674,2.53274353534722,1.53661543933357,2.29807307973513
0.865642077887243,1.86971850520011,2.43637691814072,1.56499972344163,2.22328108304082
0.855513565774679,1.90117577680831,2.50589216447104,1.55821446630399,2.26147732226994
0.885938406245132,1.81520956826597,2.49305672677062,1.54732901429548,2.19197757929691
0.842909044505875,1.80526661041904,2.41000544810184,1.53479642700264,2.13342996473223
0.814898837832909,1.80447705854928,2.49493272774791,1.52991873895705,2.0625485192614
0.800570107518542,1.67464928291641,2.37121091426426,1.45625057381043,1.95107192209401
0.819096251921108,1.82713122493538,2.37352811771261,1.52394301844097,2.05542459946214
0.833868547652012,1.78306991718287,2.47292543313938,1.51463036847465,2.05402707294122
0.802454363015991,1.74161737960568,2.38718644927483,1.47089165355995,1.98883716797194
0.788270599785038,1.66321656302195,2.36786809728107,1.48608435146846,1.95052688617806
0.7985971435718,1.68409116942331,2.32611023283381,1.46465417373082,1.98268926734521
0.764780125516417,1.66519887983974,2.40285863522084,1.46326505545415,1.94269305713843
0.755719111068884,1.62501666434277,2.25266355140332,1.43455263649638,1.97386669430469
0.778730385267758,1.61809071634522,2.24142457282888,1.45974031247006,1.96600433764361
0.770747391283563,1.65520777528168,2.21520665489876,1.41865044085236,1.9236693760255
0.75653993935973,1.71080179416891,2.24805189291126,1.42696935930484,1.93745141655285
0.714545919205463,1.66744930299555,2.25417283917024,1.39872146921039,1.88076078437539
0.732574398551211,1.65640597865147,2.18607078933633,1.38468430478885,1.87046460083646
0.714630988993568,1.70111681630992,2.22052486594906,1.38059610443836,1.97086862075762
0.723968794880072,1.73650408989666,2.23919777558357,1.38962469886248,1.92620757407821
0.706698464890089,1.69324229845022,2.24007043846112,1.35568608335467,1.94959805904972
0.676214988354256,1.70086305535488,2.18545183546629,1.32332455545407,1.91936238189678
0.68431020006939,1.67640147566556,2.18244026458863,1.36855220897949,1.94962329260089
0.699384847770683,1.63273699432204,2.20670202530867,1.35797681476526,1.96839333174463
0.676522038870627,1.60815062666437,2.13759869907191,1.33939524878805,1.89998996253427
0.668719339181598,1.64527891688889,2.14177958949508,1.34017772337756,1.90152052288693
0.659920051730328,1.53025859263856,2.11595933084071,1.3174219383245,1.73852823354698
0.656726122797543,1.54153725259566,1.98791497706487,1.29065193900575,1.70609956533624
0.616168029134353,1.48944522609715,2.00074912663706,1.24184910085186,1.57427774746771
0.545612104986037,1.33449351909958,1.85129254357419,1.19779508810756,1.40800867681274
0.50480800985599,1.2342921608304,1.71199316278258,1.19312783398376,1.28306362272779
0.465145794412144,1.11057207089275,1.59636760011305,1.10227895615417,1.17052210825239
0.419814216115572,1.02853574311739,1.46070219690767,1.05762702923795,1.08367500346997
0.393182691507724,0.958148176434124,1.30173917937527,1.00078324380978,0.976755320843088
0.380810490726835,0.866567095314594,1.22186047603229,0.946049940893806,0.866894782753744
0.369266225462918,0.80080158659604,1.13527556626687,0.936927770253654,0.841494962135809
0.340550379327881,0.782822117453478,1.05020500523132,0.905808145432763,0.792815515386531
0.318108733403922,0.688184196099364,0.914855129899063,0.845169310888257,0.708351489395842
0.284023670012861,0.611263285683264,0.830213315589943,0.816641356422235,0.638585373534463
0.248832823466668,0.57835135466731,0.756622747880302,0.775948065067707,0.608812285828915
0.258763466166737,0.610619222350554,0.671608840261794,0.744854650982863,0.559049014804915
0.225947381760833,0.514580459059167,0.615913213821582,0.70964694094788,0.497946985195107
0.199450997949044,0.457503252408988,0.547597343991254,0.694804861280891,0.487511243265972
0.200376882704013,0.413912295601263,0.492904245622003,0.646106906960475,0.443084587446858
0.185123072729037,0.414920129400024,0.430932047100757,0.619712691388882,0.380448737579172
0.18143503140803,0.407120483963149,0.38521828288809,0.610948202493844,0.374918624132419
0.178370181242755,0.425028656973658,0.36212119200094,0.598623519527971,0.368158926057451
0.177853142148963,0.380881876230703,0.329091338807651,0.557954827738795,0.366640782293654
0.139794495525932,0.352075847858096,0.278100379877835,0.537604445719228,0.299771102244905
0.152881445268037,0.325657410518961,0.246136906241888,0.516464814492344,0.302746619214125
0.145730165484114,0.336170218203974,0.232251634124041,0.494597760589045,0.282569270863431
0.105409759979131,0.323476213632948,0.201379095284202,0.453774872454811,0.248746117338518
0.117959374338478,0.320423343598594,0.187993359322266,0.443278917539646,0.240826528843337
0.112686771781421,0.316701254637785,0.175377820894869,0.43525504448272,0.24555766353641
0.116618527007459,0.303224585778227,0.148179878466422,0.438807412251343,0.220088032324774
