AVAL,AVAR,AVEL,AS04,VA05,DA04,VA06,DA07
1.14285259363335,1.47648728005953,0.993446214627028,0.412533612090171,1.08197580251923,0.711627686517309,0.734401426427007,1.20429847874519
1.32792973285377,1.48782990806194,1.00477295816083,0.376865454962112,1.06751419121771,0.687071533996465,0.709070516771166,1.16852659149786
1.27104129862626,1.39188203665801,0.963476372898386,0.329443855319676,1.02731617597669,0.649430675393238,0.708859604187009,1.09269706688168
1.25938724110498,1.35926286200278,0.922311228434933,0.345460613844007,1.04454040059637,0.64176473377383,0.695360836096666,1.10209375004337
1.2106789942677,1.3244069422667,0.907271282336903,0.353122018958707,1.00768492193128,0.644826765796409,0.669951038242967,1.07102060661402
1.17792377064688,1.29189283245445,0.923488799497762,0.358095478662273,0.995805252779903,0.620740122847742,0.644058843593177,1.05827300832336
1.16274810071695,1.29015782351002,0.913194470000173,0.367541322249655,0.978894863336542,0.605107543079631,0.683289672359269,1.01069159863635
1.11492600714992,1.22657430479739,0.928835898744123,0.334055127016411,0.962892388501131,0.612711303654883,0.64440921600297,1.01089971533907
1.12731190861656,1.25673903362469,0.930646577370086,0.376615653206723,1.00040936837503,0.599801867542185,0.690893406519625,0.997947841046895
1.07495772321654,1.21800294542269,0.931216168700525,0.319870411621486,0.94946177853956,0.609474688714401,0.668377082681583,0.985426641525489
1.07023204970508,1.18139674865454,0.876407004749796,0.318899178470376,0.930906153772015,0.536266901856608,0.650283938488911,0.966325834764534
1.04940404033284,1.11630291604812,0.886925462894816,0.325822956790674,0.907379312629708,0.603443252561936,0.664356142169195,0.96667452955912
1.02745124528913,1.13506305572673,0.874053089724295,0.310267521743879,0.905001315357142,0.573848434414618,0.644872026763731,0.973626520911092
1.00513518118355,1.14052251409787,0.848401892343379,0.343969164856526,0.912878866204975,0.601763908973768,0.631156724171684,0.976942238140147
1.01765011667657,1.14110739974323,0.857970918770055,0.356143196966912,0.936523515505978,0.557587934740331,0.612213219611766,0.998850157824588
1.00713360013301,1.11283261811774,0.872700532407047,0.32740863355229,0.945714951235717,0.558287126233518,0.615416805853482,0.970889178536016
1.01575391595509,1.08487878925978,0.837053223880614,0.329096390402553,0.899365238681472,0.550848642968068,0.619372278229258,1.00785701042232
0.962454318451249,1.05866021968359,0.791462266577944,0.397740833090282,0.877375182175505,0.561458793219974,0.624734680809575,0.951547115570101
0.978725159350049,1.04916896933962,0.790101405374425,0.337026246519606,0.87743900492543,0.501433040759124,0.595248630028899,0.951549903313436
0.976322467789057,1.06944727185099,0.808364016859631,0.331205718388139,0.901875440221738,0.518862212950513,0.621641175340501,0.991225347606216
0.969784057437122,1.08620513739694,0.811379386026199,0.320469641372627,0.874521393500307,0.538126195370761,0.605658789159,0.994358852962734
0.955734091198354,1.07108951411035,0.786784681621377,0.283808166458894,0.851601588287732,0.512056979676711,0.572012882096835,0.990473544277232
0.951844599400576,1.01718135096026,0.779591143291404,0.316755005839146,0.850546353497626,0.498452522531683,0.570061714003168,0.97799740378599
0.932927951056738,1.02562755847474,0.780810661744269,0.287672977507402,0.869709734000354,0.479829707678307,0.597979068435651,0.956361925935453
0.910762159735211,0.998313539210068,0.769047309875147,0.311333964208439,0.802554524776148,0.451649164876531,0.556813030567642,0.985374281587584
0.885133508672137,0.986206720189398,0.788246233602009,0.266697973138871,0.817813680516573,0.503071710994911,0.562665265383389,0.945244627919839
0.887505545439905,0.999481831151287,0.769420988311922,0.304966718679126,0.812047319054403,0.476899383884962,0.580842919691467,0.967899856575138
0.867113117646031,0.972013695386404,0.786669835081546,0.294158989293698,0.794807738585115,0.473782214438604,0.551945175379408,0.947885818842761
0.872210427621865,0.982886658221179,0.766419161243449,0.264669622146682,0.8243783062231,0.473035290663688,0.590737494576722,0.950570210312099
0.857199449051167,0.97589506058076,0.746102454872974,0.303973400893452,0.811139164511303,0.457762987961101,0.580291609067362,0.936173988609573
0.877603164262426,0.984098042011184,0.763105880526084,0.272736893767682,0.792090952880619,0.457521409970006,0.567940800269974,0.920394968103202
0.864783737763862,0.97025224662169,0.727614510532239,0.296423891260538,0.802438156228353,0.45696580190032,0.554983549786072,0.905160482544016
0.85448311121715,0.962496606412729,0.720382279212285,0.29551989355243,0.777691724718125,0.466985041076035,0.543318796281773,0.925572571709559
0.860220487389567,0.954735382538809,0.718998432879116,0.288974007867985,0.811311677884219,0.470329926215334,0.543009772168788,0.89994443354271
0.852514494184563,0.962985886096153,0.71862019805407,0.274102214953327,0.775228310532127,0.4485924980361,0.560106748842312,0.895035171908867
0.830148911966157,0.911304538979054,0.709948649243755,0.26719414126205,0.783238305582811,0.457237309912256,0.582981424586022,0.883454806489716
0.828530330979795,0.913311798220663,0.71286536094201,0.237553126291036,0.754591728207831,0.457506813770587,0.551382802272385,0.886515711653551
0.828050459666665,0.95215882209794,0.671237482216437,0.232084970773261,0.792795402481291,0.468548234865439,0.551555812251134,0.864282415182251
0.805606832426505,0.943786904054402,0.697355399126966,0.26157875484719,0.759417783816789,0.400768757285599,0.544604583230755,0.889738975189696
0.801142035230345,0.92206558112062,0.674992986261029,0.263686610523804,0.747620892292198,0.408702349073903,0.546372948328008,0.866977663702
0.801538678212533,0.916203357348349,0.712391839687131,0.264098857035645,0.784574744368826,0.417832893365007,0.548868717015158,0.854821437682663
0.812989474273908,0.928536766305938,0.696886052464595,0.266467311400103,0.73425122585875,0.384768824166773,0.575388027499869,0.849752328428258
