AVAR,AVAL,AVER,AVEL,AIBL,VA02,DA02,AS03,DA03,AS04,VA05,VA06,DA08,DA09,DA07,DA06,DA05,VA07
0.958754700646214,0.993874948028169,1.73390864984667,1.431872112966,0.324294633786612,0.17469155857493,0.277149422530311,0.216192977462578,0.251505698161312,0.267094948860649,0.264145424350495,0.408621002945685,0.274614759795933,0.217145026787164,0.438650044138457,0.23263001100186,0.0190700213104231,0.416114297594516
0.904222742181355,0.99809204469436,1.59255119441381,1.29233801650078,0.290215712594253,0.182063428622234,0.305349388696357,0.241577996382699,0.291283845609973,0.283017588259442,0.222950871067504,0.40947736165043,0.258143650721918,0.205646993175465,0.43534786337576,0.252109905458053,0.0291539597687631,0.430551704631516
0.894923295278688,0.906268823191352,1.4468084922484,1.19809260561387,0.265632169492106,0.174181763952626,0.283826846265269,0.20776898947426,0.278129477611482,0.255202524807224,0.229617317468976,0.427679655622397,0.276874582576385,0.20211311330341,0.427654096022008,0.25439031241529,0.0161155515399162,0.401668344543634
0.803973236575846,0.846865801680444,1.27801900078129,1.12489166497087,0.224079645906404,0.191279973751947,0.244173215742093,0.221245759609632,0.303569574485849,0.230514267709335,0.227756363069883,0.412078111670285,0.274076426130604,0.178129775997504,0.378004800056995,0.242072244095024,-0.00341915217001287,0.390119788935638
0.817096674775295,0.756094631875895,1.31833686097148,1.01693454147334,0.245561711020646,0.182497190707248,0.225677048546472,0.220637121289337,0.299035343940092,0.22344673674674,0.217752629587062,0.397373924473973,0.259090029640238,0.187254408006665,0.365540162830691,0.247658839073581,-0.00719936927078524,0.378568876030859
0.761250081483068,0.709735790828015,1.19369108755266,0.948670188284358,0.228747868937809,0.184158073068281,0.236326893724072,0.227111608215094,0.2993950072815,0.236602322554353,0.212905017196271,0.400345202648761,0.262672387920344,0.176318346539536,0.379568693567778,0.246160473644848,-0.00949371027615614,0.372494499177327
0.733006900407616,0.653609654167525,1.13235420252732,0.868827228065931,0.218083299437652,0.181703225297225,0.222044480945847,0.186560499363731,0.298545104648743,0.231091035509954,0.190179960033268,0.400153356572204,0.273095291643617,0.200670973364227,0.370441632253947,0.249649533040066,-0.023619544466421,0.360056630625884
0.704686352668168,0.68020166720501,1.06865466319206,0.746575006980742,0.120570513967029,0.190341264136661,0.197402213084829,0.20593749920052,0.304403444864397,0.218420489497432,0.194377316232282,0.374660293757712,0.265725275044594,0.185268383968391,0.336725728261986,0.240777983012266,-0.0372520855385477,0.338719815354172
0.685489591042353,0.547912835430355,0.978661745615224,0.757951807552896,0.179512469710287,0.183245442219258,0.254735221909233,0.210367085265929,0.31355593042074,0.23249693498982,0.214542180240968,0.380198904842816,0.250097790358727,0.163813431823569,0.329498999903032,0.241477025771648,-0.0382733387897445,0.325395512335095
0.654462729844949,0.520609275211371,0.930113062416962,0.705524895190299,0.185799171655368,0.193085741771229,0.197204042523619,0.208738474432287,0.2871942686689,0.227874290964839,0.202202985155001,0.350876202909669,0.261767113194116,0.15632122944095,0.308223210672034,0.233435945172779,-0.0444673716419541,0.320583429444257
0.644389708343746,0.45754568268347,0.868898851808169,0.665566477165653,0.188476195113475,0.176929116141867,0.186175968169537,0.203862553598662,0.290756905977664,0.247211001984056,0.185746132186054,0.373185460256352,0.260338711513139,0.151954156998453,0.305599630539578,0.220700142212218,-0.0576125834436604,0.315143594413796
0.630450610281353,0.45577001418046,0.723402306607735,0.62721294299829,0.105820579257963,0.176322549136923,0.173657828222171,0.218231064051655,0.271963047691454,0.213274324660407,0.210043348782944,0.35391434178681,0.226127172025446,0.161501452638652,0.289278315602494,0.232011899650707,-0.062282314320508,0.305201859762676
0.574758336066469,0.413691862065492,0.764987802435676,0.585082877882126,0.194831800971575,0.191429566399807,0.192456616016862,0.2048428794428,0.273110802565054,0.193295965056172,0.187810561188353,0.357328663216076,0.23477005023205,0.152012989075839,0.290627093740177,0.20224096414075,-0.0758884069227483,0.282637994299131
0.573577046961733,0.392447990468526,0.742302732955118,0.548638664371215,0.181656729486784,0.187654000110581,0.173821857640602,0.198062060049476,0.285162808216922,0.172997228613114,0.179869209878273,0.345080057790985,0.242993588962213,0.139582274389065,0.284725768749161,0.21317899705645,-0.076635020834962,0.277491277014643
0.534276650474054,0.344763616229646,0.674046299679962,0.493983917556953,0.153934288893704,0.194672092939909,0.141584718725221,0.188017514457199,0.299927548544798,0.207776461226574,0.14194889598633,0.323018150154766,0.238810725612497,0.15446362299131,0.255469234657554,0.211943043589105,-0.0875173713439242,0.273889533610337
0.50015668902747,0.315298833904159,0.650591403788261,0.479596199984314,0.168933447061852,0.160820969733679,0.162399109481683,0.166582294957125,0.301099255219866,0.180315781093278,0.181225449196854,0.30789126089144,0.225193204304719,0.153599411395667,0.269090438453593,0.201233209109792,-0.0954662226481454,0.269299480573801
0.480495636011011,0.376054296697112,0.597921409723376,0.389329969237681,0.076002192785564,0.164631256467172,0.157111328424343,0.179914106958197,0.271291431451887,0.183887356411001,0.178872078865082,0.32354470903503,0.23413346243435,0.166239056624174,0.248485287005867,0.204803160830624,-0.0949395523882852,0.264059091718986
