AVAL,AVAR,AVEL,AVER,AIBL,AIBR,RIMR,VD13,VA11
0.121643259039816,0.140132541813311,0.381248885404348,0.322108381242676,0.534440048072177,0.658511105402825,0.0783468561051376,0.218040965549725,0.168220624785844
0.138322359551358,0.101072241839106,0.383043846006412,0.299399604447544,0.533759308353792,0.530986665532057,0.0741673205450764,0.194200982779704,0.149401146328468
0.108865506909787,0.108606929690633,0.310054808593853,0.267785589627461,0.463190663030106,0.537777142306238,0.0822883823122725,0.175120079209249,0.113067287457247
0.103116204334781,0.0880258871102421,0.311749141810458,0.31068960122048,0.439343709508146,0.51851743063054,0.0807340614270082,0.200012740026143,0.146320901102325
0.10753124693858,0.0804100915446068,0.284645884473351,0.343363014109581,0.454923733188203,0.453791255690995,0.0773801426821202,0.161090694895543,0.122059862807402
0.0892841692925676,0.0681750232011131,0.284021437824673,0.254981848656279,0.39909492827619,0.431238352059763,0.0715491392617472,0.133270867786002,0.137073477731397
0.0793110412882967,0.0617053291055941,0.301204326413965,0.27586102949266,0.405359417867475,0.429272390678561,0.0848571163397231,0.153195902878027,0.127494964058221
0.0732929755678264,0.0650165605404953,0.269190540003596,0.259704564147492,0.366018352520305,0.429476463819618,0.0690966495719532,0.134403891419849,0.116031935553398
0.0767188975032617,0.0579877673088575,0.252662830123453,0.256831483420209,0.381904487595969,0.387697581840148,0.0836536965820249,0.133595434903344,0.111978420662654
0.0621652332852325,0.062616814844899,0.261976013245679,0.277263896730979,0.399512254531265,0.399437167057054,0.0824168079990748,0.147576237514773,0.156608574127621
0.0694185648910586,0.0500872051945384,0.26268094706503,0.249328085456128,0.374023636975983,0.38422237458062,0.0704883067819529,0.13110514075573,0.107574165170585
0.0654099840584362,0.0507240921938826,0.268480167113402,0.229820966869582,0.386317982008106,0.361983439447715,0.0688279427083671,0.108962500415416,0.125716458717933
0.0541900481210222,0.0552082120632363,0.241897516418461,0.232115281326593,0.369784961782458,0.357609360999096,0.0759325418511413,0.145852020100826,0.142144953870962
0.061614386772031,0.0464984559663194,0.242934033646822,0.237417712205616,0.32572940700784,0.347534111567632,0.0511740641129205,0.149524254823454,0.112334617599936
0.0562688753094266,0.0475290097775198,0.242674948870541,0.238788730548778,0.374243802763351,0.351573712808908,0.0605863069314115,0.167654644398346,0.167284212255974
0.0526620061131118,0.0445549391699575,0.246637655067471,0.232892597115049,0.364009201468249,0.346942595161202,0.0430472526914246,0.129453809863486,0.1435544791713
0.0599380881262651,0.0485600928297459,0.207482788002533,0.18693780382076,0.330693302069985,0.328967527777387,0.0447742081729212,0.131279297358373,0.135412917262163
0.0689611495538659,0.0523573752688543,0.248177909180262,0.199388225079222,0.40670417282629,0.332911892131119,0.0455695964027539,0.124457828515954,0.117018631291727
0.109185910402907,0.0746075446278622,0.253766917834085,0.214623387369068,0.377967784999964,0.347677954678293,0.0458356752472521,0.115588608795486,0.115950720196532
0.184235771828171,0.119166582179671,0.216967237670766,0.179971372391803,0.391253934249916,0.358151477966463,0.0564334059752757,0.133162390068956,0.0835458999172099
