AVAL,AVAR,AVEL,AIBL,AVER,AIBR,RIMR,VD13
1.08867746017059,1.74495209559795,0.950931397193808,0.463300043113888,0.169421043935256,0.847438918878902,2.02789499872128,0.149461616814612
1.09654798631288,1.75461119829869,0.95391952140185,0.457986861922679,0.199202031960945,0.856954947013079,2.07265132125575,0.140823353921555
1.06884011822354,1.72991840308795,0.960338364221757,0.495252506978209,0.217055323784758,0.874656981572671,2.10068886689879,0.140128074045103
1.08646632856634,1.76631545665907,0.954341072441464,0.532221950095348,0.223531380673224,0.892015151087238,2.14320161657728,0.165009852525431
1.07623854394278,1.75408961171957,0.991672701037585,0.521241522157466,0.232298053021482,0.889563953210426,2.19832177013588,0.145673796610811
1.10499324239038,1.76152232065819,1.00617860740635,0.481476840914399,0.247291329140013,0.926101075969168,2.19507124006135,0.184602823776818
1.11217058761888,1.78208300729613,0.977382123596994,0.546106995563491,0.241227085649722,0.950655758533054,2.22364216109682,0.184328926330657
1.1178672956153,1.78425747866736,0.988371763141862,0.576857722405436,0.269791331683552,0.987059025045005,2.22743226179007,0.18468644142177
1.14747761336553,1.78572535017056,0.992888730206004,0.575536328114305,0.299864027780784,0.959420271289891,2.21562705289924,0.195827843528283
1.107092363613,1.79901971975272,1.00850150837636,0.586130815275637,0.283847420041845,0.969747212362971,2.22685348360207,0.204223829432467
1.13816416015296,1.80095667201322,1.03771360587571,0.625672750452599,0.317115669468573,1.01596518868312,2.24430935462368,0.217297512571207
1.12100311959085,1.80830698490254,1.04238413777095,0.613568516569079,0.305705284892549,1.0315764107085,2.25385684544625,0.19727372725094
1.19649442979699,1.78925585145962,1.03997113875689,0.637099786184479,0.316779349299728,1.02185450640149,2.2385042378881,0.188616359278992
1.17259013090615,1.80729171280433,1.05294569497938,0.64754075920116,0.320379718992421,1.01020453336877,2.28694906705223,0.214131622807854
1.1463665870573,1.77106092299446,1.05916972039686,0.703388944107374,0.310494935186683,1.00175227362368,2.22197428100244,0.200485411234438
1.18636866796269,1.80946614543423,1.07350845644942,0.709735222574644,0.316834126081603,1.01406194632184,2.23583396673511,0.217892166444682
1.14601576120785,1.78729604097615,1.08969544414909,0.718052092490909,0.307755670622961,1.00068377057241,2.25879071390089,0.212860648251954
1.15096034282716,1.79169242672211,1.10765561793207,0.708847191761493,0.340100462795804,1.02652195474831,2.23642379632244,0.193804510955103
1.13109455491028,1.7555848451148,1.10305643651014,0.702429744508821,0.326170744848402,1.00986199484548,2.1867115902254,0.201162115093732
1.12920218618373,1.782750434742,1.09807812074554,0.707315534095356,0.352842290578307,1.00256331921475,2.15526946991358,0.224648688096331
1.05206910714444,1.71179989608269,1.09696325288449,0.663873656757799,0.35358953231341,0.993351942102394,2.0898922925054,0.235514596053842
0.998175055335623,1.66796887209938,1.01652044870873,0.648307098278523,0.333171520587511,0.97588890594289,2.00574454718345,0.194864849090004
0.931579329612102,1.51615080867241,1.00042169877903,0.636191694061806,0.313817840083072,0.954420243536777,1.93716671194814,0.22659451374952
0.839231390391407,1.42984007198671,0.920831917632391,0.602531476323272,0.28682809831616,0.907503843320613,1.75711476344093,0.202171857465694
0.773136374409242,1.35511469756961,0.988855671798441,0.544855438590604,0.320755911797323,0.849376967129636,1.70803850924976,0.205426534080874
0.713505290866625,1.2488692694997,0.949992369163056,0.541194294693401,0.313241801538884,0.801599307372825,1.57418809885698,0.175376129898308
0.630032960943826,1.15442704807199,0.96193863967898,0.529772878910212,0.315536729417944,0.765024195072476,1.50148207310932,0.0217682026851126
0.602039069677914,1.07927341738937,0.957387347337356,0.507313533841378,0.300578243715902,0.760348695759136,1.40886594990736,0.00844449312587964
0.558582658609732,1.00133102428857,0.93552266393221,0.475449983043984,0.315677365839387,0.740035811330256,1.32424180252453,0.0926134187379649
0.502902951298365,0.908598147291538,0.866645659474934,0.469603392043361,0.330613858134571,0.710962026365256,1.17965574718879,0.0944991585614992
0.469232163872286,0.839384898685706,0.873742057205182,0.439894143588683,0.33083105352933,0.688958734885016,1.11950601779967,0.0846426062211608
0.432771361188428,0.798974251733751,0.853454428683894,0.445657029403026,0.334608347604437,0.694986470044127,1.07540659655146,0.104531641829973
0.440919299709203,0.757304836585547,0.822744174390698,0.445742641628462,0.326843850668795,0.653660848728488,1.04423934172378,0.1040821505547
0.449349667740144,0.773379942387127,0.838307262456268,0.47096708796867,0.325713067559915,0.672174561527982,1.10047277461231,0.114920154112436
0.472901483961309,0.805043684876309,0.845772718022422,0.524597815374184,0.360520592432523,0.675520773821518,1.15810035463214,0.12778269844225
0.559115991374735,0.875712578971887,0.864536419233305,0.523794837092968,0.311453389088757,0.670230023524774,1.22816340883944,0.148683579163114
0.677173066766673,0.98047846757582,0.875362484519897,0.569961322274939,0.349555532145601,0.718825545153561,1.39058939552767,0.177863550427859
0.710520167525355,1.07813899549592,0.860773175855919,0.588844542763877,0.38025766579669,0.726321056201316,1.51141003783592,0.138953451091414
0.807369687306035,1.1747231965843,0.913649315164614,0.64002434879003,0.397018490160441,0.749612430895555,1.60599428501783,0.151558961047286
0.830952796427567,1.26668772037903,0.888662261175571,0.617165769021845,0.390619476945228,0.736816996143077,1.68837028596707,0.172204386781083
