AVER,AVAL,AVAR,AIBL,AIBR,RIML,RIMR,AS10
1.49877048675295,0.558529835628184,0.34249312971895,0.534213214074914,0.418021395078562,0.150129512251817,0.369168367327338,0.00129716248380052
1.49652121333185,0.570604502777921,0.310210127793669,0.517451182335398,0.452537716826624,0.136852369067716,0.371016010001841,0.0296696987682159
1.47607488207523,0.511833139184195,0.25906518767941,0.49523077630665,0.463280128643918,0.117213531042012,0.362806535394451,0.0250923928723173
1.49859606501246,0.505800094167716,0.238761670769238,0.447335066882043,0.437257043851164,0.0771378626743704,0.328186142406063,0.0179335728279096
1.47557139089764,0.471574906554157,0.228093860965551,0.414336719228613,0.424609067377293,0.116045399595478,0.332443001846291,8.28217115231289e-05
1.47199021513519,0.489511783386193,0.201438191253902,0.457835427306267,0.384334134411845,0.0885453147208484,0.31405268667852,0.0397977335859357
1.5210503789482,0.512546275999535,0.18100560949762,0.437003952945728,0.376095976111074,0.0829525602755334,0.278282084382025,0.0333096909151465
1.5260455907136,0.515921620017435,0.165304620229207,0.400938091768986,0.366969828174368,0.0697730450549644,0.272429482963824,0.0167598498172241
1.5000802614447,0.461837760250208,0.147690487409601,0.353824881491093,0.371512729968561,0.0547794219317989,0.289728945409425,0.0357007023396042
1.49432551802943,0.414425133349588,0.133339375228156,0.35595575076126,0.39327737288296,0.0671356868162916,0.288979115496614,0.0126259333668956
1.50712999160806,0.413412029518647,0.132317434752548,0.342853127200836,0.388895920292069,0.0685466798404579,0.279835139615815,0.0279282720587051
1.5281912712581,0.444126131823082,0.124637026025647,0.333281045878531,0.401052249641815,0.0765286558665371,0.269020485377747,0.032030508195863
1.5009473098053,0.426534605729042,0.107374114260878,0.330408147182707,0.399226492487326,0.0751371260695961,0.319939620311792,0.0271279426004475
1.46174953030841,0.385826406225858,0.0876195913590055,0.2812014982594,0.345058108165174,0.0793306329896845,0.302488230334632,0.0254776715265821
1.43928913508344,0.369741972418677,0.0715873651908822,0.28436060255361,0.351185059552986,0.0857132722386895,0.28839290042769,0.0268560995207626
1.38896851074487,0.377006896118171,0.0747827783005578,0.238716671262538,0.389440873435303,0.0704890527491738,0.298903574585406,0.0366701711995383
1.30217923120763,0.36137678262789,0.0658583099244293,0.232023104607559,0.347227973691994,0.0771518689219998,0.292245627444542,0.0125383845921102
1.31561202266712,0.351974629620757,0.0504290124774813,0.241628073694618,0.390435279342167,0.0589742281327434,0.27074316731452,0.0321499965500804
1.32106493538978,0.350429463226037,0.0471725968216872,0.237166827881623,0.391842804481616,0.0528189890191824,0.279897204543557,0.0211493551741515
1.3113891402888,0.328416176125793,0.0391747499692193,0.232142038854952,0.385462468687928,0.061004770240358,0.265812987772383,0.0327115248087621
1.29790983159856,0.336755950709784,0.0453282006556036,0.207205400261007,0.350303352250636,0.060808422917376,0.281792838796281,0.0470584712011606
1.29123838604333,0.322765860452914,0.0386116524852519,0.211622193492778,0.337572280401696,0.0540669742671354,0.269082061831277,0.0497987778551449
1.27763115306236,0.315845948287508,0.0334858328955667,0.210623981459108,0.329991118708698,0.0512549407101613,0.259866043341594,0.0317243774364751
1.28225286339188,0.290541295783094,0.033820327790785,0.165925404651784,0.286615255774439,0.0500718155625475,0.251472525204717,0.0476771367652007
1.27075504461232,0.295401314202282,0.0557690539504737,0.190429955624965,0.289227986861438,0.0661452450196455,0.252273836527889,0.0260861836878623
1.21177234225679,0.284635963074045,0.0465199017781055,0.180033207240764,0.285482798625987,0.0578436199173353,0.199713197484675,0.00872321439258045
1.2904604952589,0.266822563633593,0.049491584209942,0.190010088423375,0.259709029580764,0.0428759564256758,0.21021706296867,0.0346971064783886
1.24497632532981,0.283229777726289,0.0545260859033153,0.182017436142273,0.28296736219427,0.0594600032592422,0.211272957304757,0.0375390295159552
1.27890697875356,0.261482301788306,0.0448400018776497,0.173127218722159,0.268065983398529,0.0521958279349538,0.218977926668622,0.0345877946240707
1.26725981332014,0.273944357580967,0.0519374013949185,0.158421645057143,0.287370899573488,0.059545677838897,0.202080108029084,0.0583460500776991
1.27600435176122,0.252307665948551,0.0496863678234389,0.153978031160626,0.296002767289386,0.0546670081521244,0.205057918706895,0.0342345485234962
1.27650266173805,0.269800829861733,0.0413823891186569,0.150996090573012,0.31710082096565,0.0519954788269349,0.185777374313305,0.0455934137425752
1.27415631755043,0.250967802472063,0.0430582547964243,0.173264643768325,0.311402101491694,0.0495441256356292,0.201206673161293,0.0358936495808962
1.29419397389068,0.271619248567896,0.045893737880131,0.169163466383926,0.319347468180425,0.0372736652588768,0.197611223872638,0.0759946881119451
1.28845958381544,0.246502800928112,0.0367085166725311,0.170292006256166,0.320284498432793,0.0427601385301581,0.203514933608851,0.0632255622104865
1.33440767417418,0.271398546639198,0.0354482441196818,0.141547215636253,0.344140668204649,0.0243588135487063,0.212098544190064,0.0366544957566358
1.25435095492145,0.266351223839914,0.0349758188359747,0.167248625371306,0.342135834923489,0.0260422397827906,0.202674407051586,0.0505948572245155
1.2257742902554,0.248847929308025,0.0372137342621847,0.15802093512831,0.357487211671097,0.0113204781859668,0.241480838588359,0.0434765893143341
1.28351623627308,0.247967333474928,0.0340697835578505,0.146613165472122,0.369840155496372,0.00872134479008224,0.23424210352504,0.0442044861768684
1.2777710017938,0.268419205754487,0.0359506891671784,0.171203616202559,0.36283850241287,0.00893676555603251,0.247753664134069,0.0288335073703364
1.24229043566039,0.26709530378673,0.0356708648381584,0.157217850339349,0.349326763176659,0.00347952610401459,0.262824867359429,0.0557423932605955
