,,cons-4-uncollapsed,cons-5-uncollapsed,cons-6-uncollapsed,cons-7-uncollapsed,cons-8-uncollapsed,cons-9-uncollapsed,cons-10-uncollapsed,cons-11-uncollapsed,cons-12-uncollapsed
1,1,"(0.18082191780821918, 0.0671)","(0.18904109589041096, 0.1311578947368421)","(0.18356164383561643, 0.1482)","(0.14246575342465753, 0.02557142857142857)","(0.12054794520547946, 0.004571428571428572)","(0.1232876712328767, 0.021)","(0.1095890410958904, 0.0108)","(0.08767123287671233, 0.004)","(0.08493150684931507, 0.00675)"
