,,cons-4-collapsed,cons-5-collapsed,cons-6-collapsed,cons-7-collapsed,cons-8-collapsed,cons-9-collapsed,cons-10-collapsed,cons-11-collapsed,cons-12-collapsed
1,1,"(0.10684931506849316, 0.1487777777777778)","(0.11506849315068493, 0.221)","(0.10684931506849316, 0.1645)","(0.07945205479452055, 0.0188)","(0.0684931506849315, 0.010666666666666666)","(0.07123287671232877, 0.017714285714285714)","(0.0684931506849315, 0.015333333333333332)","(0.06301369863013699, 0.017333333333333333)","(0.06027397260273973, 0.023777777777777776)"
